year,Base case cost,Modeled residential ashp
2017,5925813.23946,10133746.7721
2018,6215447.23545,10255291.7042
2019,6575029.66467,10423095.1482
2020,6738111.26259,10445776.9678
2021,6864002.22158,10447922.0604
2022,6970261.8324,10441259.2663
2023,7022645.35286,10391493.327
2024,7083661.94182,10352415.9872
2025,7148006.64805,10315784.7588
2026,7185271.75521,10254034.238
2027,7194640.06771,10166301.2856
2028,7172556.46951,10051875.2776
2029,7243869.58658,10029782.3022
2030,7272844.06802,9972912.30158
2031,7318271.91484,9925568.68705
