year,Base case cost,Modeled residential ashp
2017,50819.4236358,87250.4530987
2018,55640.3912908,90463.1104117
2019,62389.7460077,95194.2609391
2020,65420.0685337,97034.424609
2021,67623.9394617,98241.6647743
2022,69276.8426577,99030.7744533
2023,70378.7781217,99401.4716217
2024,71342.9716527,99676.1035876
2025,72444.9071167,100069.483205
2026,73684.5845137,100581.347814
2027,74924.2619107,101103.900009
2028,71206.497559,96770.0506239
2029,72501.2867645,97338.1431683
2030,73148.6813672,97419.7998235
2031,74443.4705727,98007.5662563
