year,Base case cost,Modeled residential ashp
2017,355484.221327,593913.6547
2018,382719.533704,615924.942318
2019,426370.424911,653962.345272
2020,444511.347287,667479.731882
2021,463065.639287,681742.016506
2022,472662.761663,687272.93489
2023,486002.60287,696735.780845
2024,490866.044455,697909.429959
2025,504464.147246,707795.740931
2026,518240.679245,717940.190345
2027,525721.421622,721866.691152
2028,538102.664413,730838.790117
2029,552320.306412,741652.44219
2030,557437.708789,743541.971402
2031,572768.18158,755577.204869
