year,Base case cost,Modeled non-residential ashp
2017,355484.221327,403655.702106
2018,382719.533704,429979.66535
2019,426370.424911,472624.587265
2020,444511.347287,489977.59961
2021,463065.639287,507813.009835
2022,472662.761663,516736.467536
2023,486002.60287,529439.709311
2024,490866.044455,533703.298238
2025,504464.147246,546691.029708
2026,518240.679245,559869.845223
2027,525721.421622,566765.229349
2028,538102.664413,578588.833966
2029,552320.306412,592244.972041
2030,557437.708789,596835.857223
2031,572768.18158,611619.749611
