year,Base case cost,Modeled non-residential ashp
2017,39244.6091945,52166.4561799
2018,43255.788341,55024.1257794
2019,48986.0442646,59106.5109216
2020,51707.9158283,61045.6438641
2021,53570.2490035,62372.4190353
2022,55002.8129844,63393.0153208
2023,56005.607771,64107.4327207
2024,56865.1461595,64719.790492
2025,57724.6845481,65332.1482633
2026,59013.9921309,66250.6849203
2027,60016.7869175,66965.1023202
2028,60876.325306,67577.4600915
2029,62022.3764908,68393.9371199
2030,62595.4020831,68802.1756341
2031,63884.7096659,69720.7122911
