year,Base case cost,Modeled residential energy efficiency
2017,50365.3288712,48758.2893881
2018,52720.5744658,50768.0498009
2019,56122.5958803,53709.8069529
2020,57779.9909283,55103.3695976
2021,58913.9980665,56033.7570406
2022,59786.3112497,56733.4395348
2023,60396.9304779,57202.3746882
2024,60833.0870695,57518.0256565
2025,61443.7062977,57990.3702286
2026,62141.5568443,58541.8643698
2027,49607.3530212,45872.6373651
2028,50019.4797309,46161.0364666
2029,50568.9820105,46568.8896485
2030,50843.7331503,46742.3948807
2031,51461.9232148,47212.1662826
2032,52011.4254944,47624.4034868
2033,52629.6155589,48096.9950938
2034,53247.8056235,48570.9474254
2035,53659.9323332,48869.3455274
2036,54278.1223977,49345.9243792
