year,Base case cost,Modeled residential ashp
2017,86575.0246042,131025.396403
2018,93199.2253964,137592.800165
2019,102762.415396,147321.419276
2020,107425.786189,151812.608856
2021,110613.646189,154735.194932
2022,113070.456981,156885.819435
2023,114787.066981,158255.060193
2024,116017.947773,159114.610354
2025,117739.428565,160510.484318
2026,119701.428565,162174.863476
2027,116115.880125,158284.462458
2028,117528.130917,159384.388614
2029,119409.62171,160998.305437
2030,120347.86171,161608.578086
2031,122464.122502,163493.626605
