year,annotation,consumption,consumption residential,consumption non-residential
2003,,26537897.0,9156497.0,17381400.0
2004,,27143010.0,9427762.0,17715248.0
2005,,28161411.0,9464070.0,18697341.0
2006,,28053803.0,9499104.0,18554699.0
2007,,27814287.0,9275081.0,18539206.0
2008,,38032985.0,9679545.0,28353440.0
2009,,33053269.0,9279304.0,23773965.0
2010,,33398789.0,9209186.0,24189603.0
2011,,32776049.0,9216947.0,23559102.0
2012,,33333253.0,9780351.0,23552902.0
2013,,31840671.0,9493819.0,22346852.0
2014,,29509803.0,9301755.0,20208048.0
2015,,29271647.0,8991582.0,20280065.0
2016,start of forecast,30306568.0,9361579.0,20944988.0
2017,,30305599.0,9360610.0,20944988.0
2018,,30304652.0,9359664.0,20944988.0
2019,,30303716.0,9358728.0,20944988.0
2020,,30302818.0,9357830.0,20944988.0
2021,,30301975.0,9356986.0,20944988.0
2022,,30301160.0,9356172.0,20944988.0
2023,,30300374.0,9355386.0,20944988.0
2024,,30299590.0,9354602.0,20944988.0
2025,,30298816.0,9353828.0,20944988.0
2026,,30298046.0,9353058.0,20944988.0
2027,,30297304.0,9352315.0,20944988.0
2028,,30296580.0,9351591.0,20944988.0
2029,,30295695.0,9350707.0,20944988.0
2030,,30294853.0,9349864.0,20944988.0
2031,,30294063.0,9349075.0,20944988.0
2032,,30293413.0,9348425.0,20944988.0
2033,,30292809.0,9347820.0,20944988.0
2034,,30292206.0,9347217.0,20944988.0
2035,,30291571.0,9346583.0,20944988.0
2036,,30290880.0,9345891.0,20944988.0
2037,,30290137.0,9345148.0,20944988.0
2038,,30289418.0,9344430.0,20944988.0
2039,,30288772.0,9343784.0,20944988.0
2040,,30288181.0,9343193.0,20944988.0
