year,Base case cost,Modeled residential ashp
2017,6669865.46776,9361934.14069
2018,7129434.62868,9586948.78198
2019,7737522.6714,9915368.7891
2020,8072598.5295,10068505.3564
2021,8343568.84501,10181110.4565
2022,8570887.69567,10268289.1924
2023,8745551.34881,10320982.82
2024,8929339.86901,10385039.7558
2025,9107570.25711,10445724.5369
2026,9320841.69359,10532999.826
2027,9495317.50613,10594149.486
2028,9679079.69826,10666621.376
2029,9897252.7516,10770199.6198
2030,10075270.7839,10846149.6649
2031,10299578.9097,10954407.9106
