year,Base case cost,Modeled non-residential ashp
2017,7931221.93559,9010577.39897
2018,8357101.16788,9349919.31187
2019,8942685.11228,9832783.96789
2020,9208859.63246,10031451.8
2021,9404054.28059,10167669.7893
2022,9546014.02469,10257257.1789
2023,9634738.86475,10300193.079
2024,9723463.70481,10343978.9934
2025,9812188.54487,10388594.9998
2026,9936403.32095,10465702.9121
2027,10025128.161,10511921.1926
2028,10113853.0011,10558912.5567
2029,10220322.8091,10622499.5194
2030,10291302.6812,10655142.4829
2031,10415517.4573,10736027.3402
