year,Base case cost,Modeled non-residential ashp
2017,163546.077035,211687.458149
2018,173122.94831,221242.063253
2019,186590.42354,234678.22668
2020,185353.169113,233426.360079
2021,189379.646198,237443.095713
2022,192543.306764,240599.102283
2023,194556.545306,242607.470101
2024,196569.783849,244615.837918
2025,198583.022391,246624.205735
2026,193007.451073,241042.372056
2027,194938.987566,242969.037825
2028,196870.524059,244895.703593
2029,190657.195595,238676.808587
2030,191978.505912,239994.639815
2031,194356.864483,242366.736025
