year,Base case cost,Modeled residential ashp
2017,507809.911297,1179670.23088
2018,550703.730269,1207266.15224
2019,610117.735745,1249985.87611
2020,637525.477716,1263918.35163
2021,652453.413301,1266768.6879
2022,663650.588865,1266455.00975
2023,667860.380745,1260045.24388
2024,665887.789544,1247678.78089
2025,669653.078591,1241270.59457
2026,676467.556648,1237796.73137
2027,675130.554286,1226546.6226
2028,678229.089084,1220102.35958
2029,676195.698951,1208561.57257
2030,677310.31965,1200694.64459
2031,676105.136251,1190203.93074
