year,Base case cost,Modeled non-residential ashp
2017,857971.328625,1261374.78323
2018,938334.694995,1333897.08214
2019,1048462.27113,1435481.91049
2020,1105014.26969,1485118.12958
2021,1140731.32141,1514627.33688
2022,1170495.53117,1538472.32875
2023,1188354.05703,1550863.95361
2024,1206212.58289,1563371.99831
2025,1224071.10875,1575993.73425
2026,1247882.47657,1594512.78726
2027,1268717.4234,1610247.11948
2028,1286575.94926,1623194.18971
2029,1307410.8961,1639137.80673
2030,1322293.00098,1649396.11142
2031,1346104.36879,1668432.46324
