year,Base case cost,Modeled residential ashp
2017,195829.516049,287449.044079
2018,210905.879999,297871.690664
2019,230648.737553,312083.601895
2020,239981.72476,317969.692057
2021,246443.023596,321586.132027
2022,251109.517199,323797.332563
2023,254699.127664,325179.29291
2024,257211.854989,325731.167986
2025,260442.504406,326894.29401
2026,264391.075917,328667.865046
2027,267621.725335,329897.364873
2028,270493.413707,330870.457191
2029,274083.024171,332451.688301
2030,276236.790449,332909.731442
2031,280185.36196,334839.761473
