year,Base case cost,Modeled residential ashp
2017,371508.496868,317684.13871
2018,406938.840731,327424.815655
2019,455539.622019,341854.862331
2020,474501.493095,342481.086584
2021,490512.97567,345474.836558
2022,496872.606746,341504.308772
2023,505772.749321,342103.258551
2024,512687.353184,342087.060221
2025,514685.962973,336552.247896
2026,525430.518123,337845.014449
2027,528086.759199,332416.016807
2028,534836.58435,332445.932445
2029,538178.082851,327145.492134
2030,542947.375426,326607.518688
2031,553441.430576,327898.277669
