year,Base case cost,Modeled non-residential ashp
2017,371508.496868,362285.258205
2018,406938.840731,393694.211597
2019,455539.622019,436923.597978
2020,474501.493095,453030.458533
2021,490512.97567,467031.081471
2022,496872.606746,471805.803619
2023,505772.749321,479442.29946
2024,512687.353184,485309.834625
2025,514685.962973,486164.269071
2026,525430.518123,495458.364099
2027,528086.759199,496880.202979
2028,534836.58435,502611.518555
2029,538178.082851,504627.726685
2030,542947.375426,508600.809617
2031,553441.430576,517678.055532
