year,Base case cost,Modeled residential ashp
2017,36270.1857855,40780.6297465
2018,34094.7242349,37898.2482169
2019,36691.6178689,39531.1600613
2020,37816.9384437,40238.7551939
2021,38682.569655,40783.059142
2022,39288.511503,41164.0719057
2023,39634.7639875,41381.7934849
2024,39981.016472,41599.5150642
2025,40413.8320777,41871.6670383
2026,40933.2108045,42198.2494071
2027,41279.463289,42415.9709864
2028,41625.7157736,42633.6925656
2029,42058.5313792,42905.8445397
2030,42404.7838638,43123.5661189
2031,42837.5994694,43395.718093
