year,Base case cost,Modeled transmission and interties
2021,68011.1288803,1078703.54833
2022,69161.3443715,1081720.40035
2023,69984.6937092,1084029.80986
2024,70808.043047,1086050.54318
2025,71528.9154285,1087869.32706
2026,72445.0240801,1090526.88253
2027,73261.3060415,1092816.46879
2028,73756.9058039,1094297.01834
2029,74772.8411455,1096861.65229
2030,75256.9564214,1098029.98553
2031,75935.4245452,1100595.85844
2032,76805.5952509,1102853.2319
2033,77321.51372,1104784.76056
2034,77816.2300603,1106661.77526
2035,78055.6374321,1107992.41143
2036,78875.4530817,1110400.93722
2037,78935.5257802,1111066.25531
2038,79730.6056128,1113681.68635
2039,79762.4088061,1114809.13413
2040,80347.2341941,1116687.38779
