year,Base case cost,Modeled non-residential ashp
2017,221863.091042,156694.399027
2018,238925.631707,173143.011924
2019,263571.523778,196902.119442
2020,274946.550888,207867.861373
2021,283161.848245,215787.563879
2022,289481.307751,221879.64273
2023,293904.929405,226144.097925
2024,297064.659157,229190.13735
2025,301488.280811,233454.592546
2026,306543.848416,238328.255627
2027,310967.47007,242592.710822
2028,314127.199822,245638.750247
2029,319182.767427,250512.413328
2030,322342.49718,253558.452753
2031,327398.064784,258432.115834
