year,annotation,consumption,consumption residential,consumption non-residential
2003,,101203.0,47773.0,53430.0
2004,,108887.0,45649.0,63238.0
2005,,117898.0,42477.0,75421.0
2006,,125395.0,42137.0,83258.0
2007,,124165.0,41801.0,82364.0
2008,,115670.0,43862.0,71808.0
2009,,109818.0,44349.0,65469.0
2010,,110642.0,44840.0,65802.0
2011,,111325.0,42711.0,68614.0
2012,,100892.0,38465.0,62427.0
2013,,111151.0,39482.0,71669.0
2014,,94594.0,35235.0,59359.0
2015,,94060.0,34726.0,59334.0
2016,start of forecast,103746.0,40292.0,63454.0
2017,,103673.0,40219.0,63454.0
2018,,103603.0,40149.0,63454.0
2019,,103542.0,40088.0,63454.0
2020,,103428.0,39974.0,63454.0
2021,,103400.0,39946.0,63454.0
2022,,103377.0,39923.0,63454.0
2023,,103203.0,39749.0,63454.0
2024,,103199.0,39745.0,63454.0
2025,,103190.0,39736.0,63454.0
2026,,103197.0,39743.0,63454.0
2027,,103178.0,39724.0,63454.0
2028,,103159.0,39705.0,63454.0
2029,,103149.0,39695.0,63454.0
2030,,103094.0,39640.0,63454.0
2031,,103090.0,39636.0,63454.0
2032,,103052.0,39598.0,63454.0
2033,,103055.0,39601.0,63454.0
2034,,103061.0,39607.0,63454.0
2035,,103071.0,39617.0,63454.0
2036,,102995.0,39541.0,63454.0
2037,,103014.0,39560.0,63454.0
2038,,102990.0,39536.0,63454.0
2039,,102999.0,39545.0,63454.0
2040,,103029.0,39575.0,63454.0
