year,Base case cost,Modeled residential ashp
2017,103670.377669,276279.029312
2018,110412.958033,285446.686843
2019,119684.006033,298798.153524
2020,124108.824396,304257.603746
2021,127058.703305,307343.940503
2022,129376.465305,309436.159844
2023,130851.40476,310188.309793
2024,132115.638578,310634.437635
2025,133801.283669,311808.612575
2026,135697.634396,313364.948402
2027,137172.573851,314267.591421
2028,138436.807669,314860.685153
2029,140333.158396,316523.375668
2030,141386.686578,316839.892276
2031,143283.037305,318569.396348
