year,Base case cost,Modeled non-residential ashp
2017,1277386.34676,1345454.64625
2018,1376381.84059,1437740.08298
2019,1500851.58781,1554288.43132
2020,1571335.32072,1619501.93154
2021,1625006.8911,1668513.18313
2022,1661179.26847,1700633.43988
2023,1696751.63808,1732438.18593
2024,1722523.165,1754724.95006
2025,1751250.94206,1779927.20168
2026,1790509.32183,1815510.39101
2027,1824577.54251,1846181.59981
2028,1856088.62242,1874465.01642
2029,1891522.71934,1906409.97782
2030,1920704.04895,1932590.67359
2031,1956695.81617,1965210.18773
