year,Base case cost,Modeled residential ashp
2017,1277386.34676,1423225.33397
2018,1376381.84059,1508001.01183
2019,1500851.58781,1615668.26859
2020,1571335.32072,1674996.32016
2021,1625006.8911,1718809.97675
2022,1661179.26847,1746418.5925
2023,1696751.63808,1774031.71574
2024,1722523.165,1792445.06359
2025,1751250.94206,1813726.25566
2026,1790509.32183,1845217.65419
2027,1824577.54251,1872110.09451
2028,1856088.62242,1896804.75711
2029,1891522.71934,1924863.929
2030,1920704.04895,1947709.74988
2031,1956695.81617,1976572.88751
