year,Base case cost,Modeled residential ashp
2017,252906.187477,1324135.53613
2018,271230.093075,1310484.95661
2019,297357.643329,1302104.46299
2020,310307.955464,1287450.96735
2021,318168.778881,1269984.40756
2022,324179.996788,1252053.40327
2023,329869.606485,1235174.0924
2024,333586.032455,1217023.97571
2025,337302.458425,1199345.14752
2026,343998.64189,1184446.98096
2027,349804.452501,1169547.45639
2028,354706.979044,1154623.12773
2029,359417.06757,1139275.65746
2030,363898.078243,1124996.81544
2031,370781.474291,1112430.23848
