year,Base case cost,Modeled non-residential ashp
2017,224038.035279,557793.313659
2018,240270.345961,563625.334889
2019,262183.965383,573950.370796
2020,272329.159559,575437.469461
2021,279227.8916,574591.812421
2022,284503.392571,572649.713412
2023,288155.662475,569607.813858
2024,291402.124611,566392.64784
2025,294648.586748,563310.950734
2026,299112.472186,561289.409364
2027,302764.742089,558775.277218
2028,305605.396459,555765.570822
2029,309663.474129,553807.068852
2030,312098.320732,550727.357686
2031,316562.206169,549313.103918
