year,Base case cost,Modeled non-residential ashp
2017,696834.073694,747954.906354
2018,736141.672662,787853.303225
2019,797937.604683,850425.712489
2020,822963.084135,875822.550622
2021,850694.986137,903807.651725
2022,863366.64877,916664.993699
2023,883525.981719,936959.366168
2024,901554.746451,955089.410541
2025,909820.797281,963473.620952
2026,932905.312982,986726.936053
2027,941272.496571,995212.279223
2028,949639.680161,1003697.62239
2029,959202.175691,1013395.15744
2030,953512.78024,1007790.16169
2031,964140.559879,1018569.86079
