year,Base case cost,Modeled residential ashp
2017,301724.279899,478802.164632
2018,317319.253045,495246.31049
2019,349130.343306,528265.83884
2020,356251.518014,535974.902348
2021,357741.330175,537856.640377
2022,365944.915997,546386.831088
2023,361960.968069,542598.846093
2024,356959.658489,537760.838957
2025,362426.364266,543456.168156
2026,359373.92245,540665.010251
2027,354523.161013,536010.211748
2028,358972.505137,540655.518806
2029,354488.995221,536400.632312
2030,348325.367526,530400.307062
2031,353942.621447,536278.844893
