year,Base case cost,Modeled non-residential ashp
2017,301724.279899,390203.280952
2018,317319.253045,406134.713659
2019,349130.343306,438424.611756
2020,356251.518014,445778.720006
2021,357741.330175,447423.821196
2022,365944.915997,455756.814541
2023,361960.968069,451850.511127
2024,356959.658489,446913.905309
2025,362426.364266,452471.196352
2026,359373.92245,449522.280554
2027,354523.161013,444749.163631
2028,358972.505137,449276.15227
2029,354488.995221,444883.22762
2030,348325.367526,438784.303687
2031,353942.621447,444505.083626
