year,Base case cost,Modeled non-residential ashp
2017,408251.457238,425379.975006
2018,430982.796614,446897.027179
2019,461582.676544,475862.289719
2020,476445.475367,489931.131524
2021,486936.862771,499862.078681
2022,494805.403324,507310.289048
2023,500051.097027,512275.762626
2024,504422.508445,516413.657275
2025,509668.202147,521379.130853
2026,515788.178133,527172.183361
2027,521033.871835,532137.65694
2028,525405.283254,536275.551588
2029,531525.25924,542068.604096
2030,535022.388375,545378.919815
2031,541142.364361,551171.972323
