year,Base case cost,Modeled residential ashp
2017,907770.014656,538374.638783
2018,1001325.91255,622103.060498
2019,1118485.6035,726033.456592
2020,1202049.04658,803171.242174
2021,1293312.48437,889898.921728
2022,1363592.35825,956776.976927
2023,1427952.93287,1018869.67242
2024,1490776.66857,1079803.50886
2025,1557144.04305,1143903.00423
2026,1644475.12952,1228588.23172
2027,1713198.31254,1295043.53563
2028,1780006.56393,1359961.88775
2029,1871467.58636,1448777.05121
2030,1937175.25967,1512972.80511
2031,2013339.345,1586491.03146
