year,Base case cost,Modeled non-residential ashp
2017,354614.294629,421116.939653
2018,395508.204027,450364.826123
2019,451548.005796,490445.263137
2020,478810.612061,509943.854117
2021,496985.682905,522942.914771
2022,512131.575275,533775.465315
2023,521219.110697,540274.995642
2024,530306.646119,546774.525969
2025,539394.181541,553274.056295
2026,551510.895437,561940.096731
2027,562113.020095,569522.882112
2028,569685.96628,574939.157384
2029,581802.680176,583605.19782
2030,587861.037124,587938.218038
2031,601492.340257,597687.513528
