year,Base case cost,Modeled residential ashp
2017,109238.905384,627113.807989
2018,118552.754745,613098.457744
2019,131561.411541,598320.100838
2020,139986.094076,588173.586997
2021,146194.494514,578888.389293
2022,152795.238994,571180.48125
2023,158658.67701,564386.266363
2024,164314.575375,558086.554333
2025,170353.867577,551923.452719
2026,176799.491117,545914.62752
2027,183029.929173,540376.841369
2028,189898.480092,536158.364664
2029,196652.995332,531086.997918
2030,203367.527439,527590.568378
2031,210323.892701,523115.926312
