year,Base case cost,Modeled non-residential ashp
2017,128276.107419,333752.286962
2018,135873.062435,332019.371534
2019,146391.923227,331305.301879
2020,151359.163046,328933.882678
2021,154573.259399,326101.555006
2022,157202.974597,323174.972715
2023,158956.118063,320059.818624
2024,160417.070951,316938.437626
2025,162170.214416,313993.223586
2026,164215.548459,311222.208745
2027,165968.691924,308439.062432
2028,167429.644812,305641.907803
2029,169474.978855,303105.525656
2030,170643.741165,300367.10396
2031,172689.075208,297978.121439
