year,Base case cost,Modeled residential ashp
2017,318902.450969,377432.442678
2018,337875.391861,389689.653947
2019,369651.060821,412424.917644
2020,382269.285973,420652.088812
2021,391176.268433,426459.503755
2022,403812.669921,437029.526896
2023,408341.281406,440008.354623
2024,412115.124311,442490.711061
2025,416643.735796,445469.538788
2026,428926.010065,455943.732003
2027,433529.741805,458997.679985
2028,437366.184923,461542.636636
2029,449961.460255,472329.830916
2030,453080.694919,474415.876407
2031,458539.355581,478066.456017
