year,Base case cost,Modeled residential ashp
2017,10403.6659822,3784.81700157
2018,11065.2503659,3549.25000659
2019,11974.9288936,3531.31588661
2020,11409.6990632,2152.96885608
2021,11668.6589371,1641.82107112
2022,11866.6870761,1099.42627858
2023,12003.7834799,525.391647055
2024,12110.4140163,-56.6619500389
2025,12247.5104201,-599.099934416
2026,12415.0726915,-1102.2881677
2027,12552.1690954,-1614.59319194
2028,12658.7996317,-2136.36396539
2029,12811.1289694,-2607.92966541
2030,12902.526572,-3113.6392385
2031,13070.0888433,-3545.79689163
