year,Base case cost,Modeled non-residential ashp
2017,57110.1787171,40939.2057332
2018,60741.8987721,43174.688722
2019,65735.5138477,46789.3680231
2020,68005.3388821,47740.3601093
2021,69548.8199054,48003.0930095
2022,70729.1289233,47936.1567255
2023,71546.2659357,47538.8568155
2024,72181.8169453,46990.1655053
2025,72998.9539576,46648.721688
2026,73997.6769728,46513.8785989
2027,74814.8139851,46225.7033899
2028,75450.3649948,45783.5791775
2029,76358.2950085,45636.0301475
2030,76903.0530167,45153.6908964
2031,77901.7760319,45144.4146327
