year,Base case cost,Modeled residential ashp
2017,56334.4024688,250726.690899
2018,59645.9011958,247400.342151
2019,64116.4244772,244613.176793
2020,66186.1111816,241034.986771
2021,67593.4981406,237311.737938
2022,68669.7352268,233564.548009
2023,69414.8224404,229791.083596
2024,69994.3347176,226050.818999
2025,70739.4219312,222465.036214
2026,71567.2966129,219000.685243
2027,72312.3838265,215593.889899
2028,72891.8961037,212211.700589
2029,73719.7707855,209006.477738
2030,74216.4955945,205760.106635
2031,75044.3702763,202717.671789
