year,Base case cost,Modeled transmission and interties
2021,169430.301577,1857031.98358
2022,173987.106754,1836810.20095
2023,177301.146882,1815946.17932
2024,180200.931995,1795141.70712
2025,183514.972124,1775342.06032
2026,186847.404124,1756224.29179
2027,190154.437825,1737529.46664
2028,193048.092314,1718812.6621
2029,197185.387654,1701808.19789
2030,199256.662735,1683663.35872
2031,203399.212895,1667492.60072
2032,207541.763056,1651861.90509
2033,211236.777671,1636179.88711
2034,215370.569798,1621524.85455
2035,217850.845074,1605967.17848
2036,222398.016413,1592311.66807
2037,224878.291689,1577530.59908
2038,229425.463028,1564616.1791
2039,232732.49673,1551206.19932
2040,237279.668069,1539367.6207
