year,Base case cost,Modeled residential ashp
2017,256389.523344,290180.849382
2018,277266.883344,309179.340734
2019,306126.763344,335768.500695
2020,320249.683344,348397.35548
2021,329454.917891,356379.256828
2022,330175.298553,356020.241965
2023,334993.8231,359871.303785
2024,339209.197647,363167.559982
2025,344033.117647,367057.127017
2026,349454.232194,371528.270579
2027,354278.072194,375449.333539
2028,358492.98674,378808.29936
2029,363931.787647,383342.843183
2030,366946.737647,385594.438224
2031,372982.8231,390723.39154
