year,Base case cost,Modeled non-residential ashp
2017,317908.802504,989789.588582
2018,342357.807722,993325.815101
2019,377673.03748,1005251.7361
2020,393972.374292,1003426.90579
2021,405744.117545,998574.38757
2022,414799.304662,992027.907922
2023,421137.935645,983780.012488
2024,425665.529204,974494.099736
2025,432004.160186,966845.781066
2026,439248.30988,960157.433845
2027,445586.940862,953080.91707
2028,450114.534421,944938.928865
2029,457358.684115,939078.40481
2030,461886.277674,931468.948515
2031,469130.427368,926128.474857
