year,Base case cost,Modeled residential ashp
2017,5415.75606884,17225.4504576
2018,5969.29879106,15891.8500049
2019,6760.07410852,14233.8543302
2020,7135.69238431,13178.4913599
2021,7392.69436248,12303.9549245
2022,7590.38819184,11525.6560259
2023,7728.7738724,10843.3149613
2024,7847.39017002,10200.4567985
2025,7966.00646763,9568.71394358
2026,8143.93091406,8863.52332868
2027,8282.31659462,8225.13480111
2028,8400.93289223,7625.19904054
2029,8559.08795573,6979.17090987
2030,8638.16548747,6455.41855422
2031,8816.0899339,5800.80292821
