year,Base case cost,Modeled non-residential ashp
2017,625990.503896,680653.41435
2018,699063.325362,750353.98813
2019,801365.275415,847934.791422
2020,847644.729011,892078.488149
2021,881745.379028,924605.422579
2022,906102.986184,947838.947172
2023,923153.311193,964102.414388
2024,937767.875486,978042.529144
2025,954818.200495,994305.996359
2026,974304.286219,1012892.81603
2027,991354.611228,1029156.28325
2028,1005969.17552,1043096.398
2029,1025455.26125,1061683.21768
2030,1037634.06482,1073299.97998
2031,1057120.15055,1091886.79965
