year,Base case cost,Modeled non-residential ashp
2017,1060058.48888,1231012.1199
2018,1193824.31383,1357839.18852
2019,1370702.16417,1525234.07189
2020,1460294.37961,1610200.44978
2021,1530874.88223,1677542.86612
2022,1579301.46366,1723656.52878
2023,1619482.1274,1761986.8575
2024,1657462.68604,1798579.66487
2025,1693920.10634,1833418.04203
2026,1739294.96622,1876711.27501
2027,1782741.52747,1918538.79312
2028,1815619.60188,1950029.11626
2029,1855172.48979,1987500.37728
2030,1883975.5712,2015146.9993
2031,1937618.66133,2066708.46253
