year,Base case cost,Modeled residential ashp
2017,61125.2128211,70631.8623414
2018,68114.4328211,75102.8571763
2019,77951.1128211,81642.0357911
2020,82610.5928211,84458.2524102
2021,83318.7142467,83696.0384363
2022,85576.4542467,84784.4993578
2023,87332.4742467,85527.2234751
2024,91670.6928211,88936.2716027
2025,93223.8528211,89571.9059614
2026,95294.7328211,90592.4817107
2027,97106.7528211,91437.3780492
2028,98401.0528211,91919.675863
2029,106682.04997,99182.9100599
2030,114346.467119,106056.006737
2031,119882.405693,110594.751196
