year,Base case cost,Modeled transmission and interties
2021,248023.28843,964183.467118
2022,255822.762909,979025.314381
2023,261702.86054,989680.3763
2024,266376.125907,998391.150807
2025,271454.878356,1007704.92894
2026,278072.127965,1020492.21284
2027,283118.783811,1030653.00347
2028,286978.935241,1037842.74684
2029,294347.245355,1051126.88983
2030,297808.329023,1056822.50811
2031,304348.546786,1069463.70619
2032,310438.342223,1081261.79161
2033,316489.621736,1092985.58329
2034,323268.424246,1105913.68266
2035,327253.752426,1112291.69628
2036,333942.684449,1125052.28075
2037,337554.62215,1131780.19781
2038,344166.522325,1143510.37184
2039,348731.729129,1152602.3999
2040,356002.679549,1166296.91133
