year,Base case cost,Modeled non-residential ashp
2017,806618.228515,896828.453991
2018,858563.647333,943638.275925
2019,930855.120407,1009769.80071
2020,972512.837738,1047466.27666
2021,999428.576708,1071065.91613
2022,1020739.70553,1089466.12834
2023,1038310.39434,1104410.56716
2024,1054038.81301,1117676.91192
2025,1069888.93198,1131108.66775
2026,1092837.92444,1151443.15083
2027,1117096.25193,1173248.07101
2028,1133395.8509,1187254.38779
2029,1154956.50367,1206442.09679
2030,1169452.43249,1218842.73735
2031,1193421.06526,1240395.74608
