year,Base case cost,Modeled non-residential ashp
2017,54930.5558414,145731.923819
2018,58839.6529183,149528.841172
2019,64116.9339721,155287.29537
2020,66560.1196452,157103.583179
2021,68221.4859029,157859.545293
2022,69491.9424529,158103.389429
2023,70371.4892952,157834.249006
2024,71055.5812836,157325.8251
2025,71935.1281259,157126.386437
2026,72912.4023952,157097.852148
2027,73791.9492375,156964.886373
2028,74476.0412259,156589.445529
2029,75453.3154951,156657.14701
2030,76039.6800567,156206.340069
2031,77016.9543259,156334.498242
