year,Base case cost,Modeled residential ashp
2017,76421.1599216,428204.433613
2018,83493.4655057,431205.362711
2019,90981.927143,435950.456984
2020,94448.8075306,434449.731028
2021,98700.6421446,433238.606791
2022,100538.697643,429444.554096
2023,103765.254273,426866.082041
2024,104773.972148,422058.1995
2025,106070.89513,417853.419005
2026,109536.532728,416046.22157
2027,110857.878731,412155.138029
2028,113953.623057,410012.992076
2029,115448.921973,406654.250763
2030,118457.550794,404611.880343
2031,119979.9864,401543.368629
