year,Base case cost,Modeled non-residential ashp
2017,569861.152804,725578.087861
2018,600363.540777,749614.085423
2019,643344.178376,784780.473207
2020,664141.261085,800353.149758
2021,678005.982891,809848.385486
2022,687711.288155,815722.405185
2023,694643.649058,819202.572362
2024,701576.009961,822745.184626
2025,708508.370864,826348.778412
2026,716827.203947,831240.822604
2027,723759.56485,834962.125181
2028,730691.925753,838740.221235
2029,739010.758837,843802.677793
2030,743170.175379,845232.602407
2031,752875.480643,851631.012629
