year,Base case cost,Modeled residential ashp
2017,25347.8651766,52086.8952125
2018,27286.2187304,54497.3656365
2019,30086.0627526,57979.1562489
2020,31450.0893276,59675.413214
2021,32383.3706683,60836.0100848
2022,33101.2793919,61728.7769085
2023,33603.8154985,62353.7136851
2024,33962.7698603,62800.0970969
2025,34465.3059669,63425.0338735
2026,35039.6329458,64139.2473325
2027,26089.2805679,55311.2956246
2028,26405.46367,55732.3935868
2029,26827.0411396,56293.8575364
2030,27037.8298743,56574.5895112
2031,27512.1045276,57206.2364544
