year,Base case cost,Modeled non-residential ashp
2017,25347.8651766,59602.8978048
2018,27286.2187304,62118.0110515
2019,30086.0627526,65750.9524079
2020,31450.0893276,67520.8469149
2021,32383.3706683,68731.827367
2022,33101.2793919,69663.3507917
2023,33603.8154985,70315.417189
2024,33962.7698603,70781.1789014
2025,34465.3059669,71433.2452987
2026,35039.6329458,72178.4640385
2027,26089.2805679,63377.6419513
2028,26405.46367,63821.9938741
2029,26827.0411396,64414.4631045
2030,27037.8298743,64710.6977197
2031,27512.1045276,65377.2256039
