year,Base case cost,Modeled residential ashp
2017,223683.376801,371729.831176
2018,244842.410258,386931.827599
2019,270993.125804,406253.793935
2020,283778.650557,413764.577691
2021,292313.35531,417929.497585
2022,299031.620855,420528.424395
2023,303315.395609,421210.513284
2024,311562.61065,425507.482902
2025,315913.136987,426404.605491
2026,321496.383325,428279.68189
2027,326470.490455,429672.747644
2028,330208.716792,430012.684261
2029,340107.629756,436408.157063
2030,343315.442431,436618.431443
2031,349005.202729,438933.365817
