year,Base case cost,Modeled non-residential ashp
2017,1623464.02376,1970826.82052
2018,1741089.46349,2084617.48047
2019,1899883.80712,2238234.8714
2020,1973399.70695,2309354.03387
2021,2023390.51884,2357715.06435
2022,2061618.78675,2394697.02884
2023,2088084.51069,2420299.92732
2024,2111609.59863,2443058.05931
2025,2135134.68658,2465816.1913
2026,2167481.6825,2497108.62279
2027,2193947.40644,2522711.52128
2028,2214531.8584,2542624.88677
2029,2243938.21833,2571072.55176
2030,2261582.03429,2588141.15075
2031,2293929.03021,2619433.58224
