year,Base case cost,Modeled residential ashp
2017,12489.7819651,129738.256366
2018,12464.8788323,127173.194909
2019,13724.3618644,125698.280993
2020,14354.1033805,124052.774784
2021,14751.8348644,122371.577222
2022,15083.2777676,120710.311059
2023,15315.2877998,119056.649216
2024,15481.0092514,117420.945693
2025,15713.0192837,115847.56454
2026,15978.1736062,114324.247204
2027,16210.1836385,112827.427808
2028,16375.9050901,111344.890747
2029,16641.0594126,109932.415289
2030,16806.7808642,108521.181907
2031,17071.9351868,107178.338908
