year,Base case cost,Modeled non-residential ashp
2017,25695.9484022,126316.963166
2018,27683.4359645,126910.322607
2019,30480.6406817,128267.737212
2020,31879.2430404,128382.245355
2021,32762.5708458,128055.714971
2022,33498.6773503,127621.893616
2023,34013.9519035,127013.284613
2024,34382.0051558,126296.158704
2025,34897.279709,125737.430582
2026,35486.1649126,125269.646146
2027,36001.4394658,124758.488218
2028,36369.492718,124136.529382
2029,36958.3779217,123737.614442
2030,37326.431174,123159.958793
2031,37915.3163776,122804.308659
