year,Base case cost,Modeled non-residential ashp
2017,1316369.60514,1589407.51884
2018,1394774.39268,1666337.41811
2019,1498268.71224,1767884.88514
2020,1546879.68051,1815581.42269
2021,1578241.59553,1846353.3824
2022,1603331.12754,1870970.95016
2023,1620580.1808,1887895.528
2024,1633124.94681,1900204.31188
2025,1650374.00007,1917128.88972
2026,1669191.14908,1935592.06555
2027,1686440.20234,1952516.64339
2028,1700553.06409,1966364.02525
2029,1717802.11735,1983288.60309
2030,1728778.78761,1994058.78899
2031,1749164.03237,2014060.5628
