year,Base case cost,Modeled residential ashp
2017,75849.4116735,142696.65347
2018,82025.6994275,146909.963173
2019,90563.5089699,153076.645778
2020,94741.58598,155692.92439
2021,97466.4188127,157138.157561
2022,92558.7015747,151100.928071
2023,93911.0455661,151440.498224
2024,95094.3465585,151661.507591
2025,96446.6905499,152035.795845
2026,97968.0775402,152562.960955
2027,99320.4215315,152970.358971
2028,100503.722524,153257.606485
2029,102025.109514,153832.706102
2030,102870.324509,153878.53813
2031,104560.754498,154619.876576
