year,Base case cost,Modeled non-residential ashp
2017,162458.803501,211448.351229
2018,175687.545774,223326.633615
2019,193974.336564,239983.517354
2020,202923.191631,247856.991289
2021,208759.401457,252811.257034
2022,213039.288663,256312.137443
2023,216151.933904,258725.866021
2024,218875.49849,260785.215445
2025,221988.14373,263222.965225
2026,225489.869626,266038.837199
2027,228602.514867,268499.495383
2028,231326.079453,270604.6745
2029,234827.805348,273453.712012
2030,236773.208624,274847.161893
2031,240664.015175,278083.566651
