year,Base case cost,Modeled transmission and interties
2021,140000.8983,705628.758303
2022,144653.496129,701063.028313
2023,147614.240202,694965.796132
2024,150574.984274,689073.685355
2025,153535.728347,683381.888541
2026,157342.399298,678756.484067
2027,160726.10681,673886.727131
2028,163686.850883,668768.140488
2029,167385.192214,664560.833144
2030,169927.752096,659371.138145
2031,173741.591919,655663.807441
2032,177979.191722,652168.525209
2033,181793.031544,649190.393364
2034,186454.391327,646458.825814
2035,188996.951209,642491.906333
2036,193658.310992,640072.674782
2037,196200.870874,636016.940412
2038,200438.470677,633853.199723
2039,203828.550519,630960.764098
2040,208913.670283,629559.673964
