year,Base case cost,Modeled non-residential ashp
2017,261331.854789,312695.325394
2018,286958.50247,337684.709334
2019,323318.34247,373417.702042
2020,339837.31735,389332.083738
2021,352219.629668,401125.464926
2022,361295.921987,409627.830422
2023,367066.554306,414839.21943
2024,372827.741504,420054.216561
2025,378597.393823,425290.42613
2026,386000.2159,432171.595513
2027,392599.510779,438261.723725
2028,391606.373395,436771.620785
2029,398053.587791,442733.133987
2030,402880.504748,447086.330134
2031,410151.696825,453893.870191
