year,Base case cost,Modeled non-residential ashp
2017,17721.3132086,64471.6632201
2018,19522.178122,66480.9190349
2019,22073.4034159,69649.4735236
2020,23273.9800247,70778.9187341
2021,24124.388456,71391.7220057
2022,24774.7007859,71715.9289321
2023,25224.9170142,71751.1651147
2024,25575.0851918,71649.3508302
2025,26025.3014201,71714.7010299
2026,26575.5656992,71946.8670199
2027,27025.7819275,72040.9362312
2028,27425.9741305,72072.719079
2029,27926.2143842,72270.3198671
2030,28226.3585364,72176.5633759
2031,28776.6228155,72476.4269318
