year,Base case cost,Modeled residential ashp
2017,23851.5880279,204032.663532
2018,26275.420139,205644.839102
2019,29709.1822965,209348.684491
2020,31325.0703706,209497.480939
2021,32469.6577564,208777.567442
2022,32014.2591873,206259.793068
2023,32596.0356999,204579.668421
2024,33048.528543,202703.272208
2025,33630.3050556,201155.897124
2026,34341.3652377,199936.006046
2027,34923.1417503,198515.231019
2028,35440.2764282,197023.822594
2029,34586.7528934,194355.557538
2030,34958.4828917,192702.500258
2031,35639.9878885,191751.480548
