year,Base case cost,Modeled residential ashp
2017,127706.756527,203034.001396
2018,137537.828217,214625.128781
2019,150574.684155,229995.971617
2020,156558.81475,237051.44046
2021,160619.474796,241839.080032
2022,163825.259043,245618.795483
2023,159011.071354,241148.966518
2024,160856.353145,243338.607031
2025,162701.634936,245528.247545
2026,165162.010658,248447.76823
2027,167212.323759,250880.702134
2028,168852.57424,252827.049257
2029,178358.14763,262753.50553
2030,179854.180278,264517.372741
2031,182418.807676,267541.145102
