year,Base case cost,Modeled residential ashp
2017,69114.6655846,155169.666793
2018,73572.8624983,159352.406273
2019,79623.2725955,165504.423344
2020,82489.2563257,167805.037266
2021,84559.1334642,169163.57514
2022,85992.1253293,169773.382332
2023,86947.4532394,169827.819555
2024,87743.5598312,169714.262315
2025,77724.2560828,158845.469082
2026,78840.4241734,159206.505317
2027,79677.5502413,159243.161909
2028,80375.1552979,159129.170724
2029,81351.8023772,159386.875943
2030,82049.4074338,159318.538196
2031,83026.0545131,159620.826853
